,x,y,word
0,0.7724812030851088,0.5997333306866088,-percent increase
1,0.15324720615923065,-0.15438168448335082,-year low
2,0.2564309862695867,-0.18019006349176453,-year period
3,0.22402644549379305,-0.21499892788340594,ability compete
4,0.45167555798380665,-0.39455030729468266,ability government
5,0.16231421417829622,-0.19912555916882224,ability pay
6,0.1269313811529725,-0.15959017691290764,able agree
7,1.0815672567282766,-0.999034121360967,able announce
8,0.2363532357270875,-0.2837887380890489,able bear
9,0.3488103037376089,-0.3226147539252171,able bring
10,0.3062720361861822,-0.40085282806827527,able inform
11,0.2621714780191461,-0.2286920696556367,able maintain
12,0.6719864587067658,-0.7993374263266767,able make
13,0.814357770614913,-0.8351104650490034,able meet
14,0.15416567238003778,-0.14233302111076326,able obtain
15,0.17708673725558086,-0.11199405200544282,able pay
16,1.176983309802414,0.16431643110642646,able provide
17,0.5054257565990115,-0.37064274053424223,able report
18,0.41932933606649375,-0.3669222238868314,able respond
19,0.5291924008963745,-0.5325787622120426,able say
20,0.22952758970094744,-0.3165699106565183,able secure
21,0.7224167054081444,-0.7374111511166647,able state
22,0.32312126356943444,-0.27530434818155836,able use
23,0.5736607918959001,-0.5189595501602533,able work
24,0.25624033071000873,-0.22229204216570705,abraham lincoln
25,0.2858085346443771,-0.3958814864874547,abroad american
26,0.3682640802761076,-0.3462448875787028,abroad home
27,0.37712131724313824,-0.25934906870752605,absolute necessity
28,1.519516687631955,-0.2017914401792905,absolutely essential
29,0.8150863998205773,-0.8840602522180355,absolutely necessary
30,0.2675140816570455,-0.2809749093226597,abundant cause
31,0.3391102253735373,-0.33043611516373494,abundant harvests
32,0.4152815262561153,-0.5473841296924942,abuse power
33,0.3673849576419769,-0.3837675410348696,academy west
34,0.3673849576419769,-0.3837675410348696,academy west point
35,0.10681714414233161,-0.12289268457432997,accept responsibility
36,0.3277906034971586,-0.33285772088726584,accepted united
37,0.3277906034971586,-0.33285772088726584,accepted united states
38,0.9685743961418002,-1.186617526388301,accompanying documents
39,1.7932080383843279,-2.0950448516994373,accompanying report
40,1.270631869894743,-1.4830504686436845,accompanying report secretary
41,0.16162762279251333,-0.197494276468826,accomplish desirable
42,0.2715965896232808,-0.3043807800083591,accomplish end
43,0.2735507012304159,-0.34210972325833505,accomplish ends
44,0.23285143571446293,-0.170361059624538,accomplish great
45,0.3100720348658327,-0.26842060575557763,accomplish important
46,1.1733478374956343,-1.2886442694017404,accomplish object
47,0.2461006424842781,-0.3213469942697671,accomplish objects
48,0.6885984890833541,-0.8910440301989573,accomplish purpose
49,0.3198025940380384,-0.3450753109268036,accomplishment end
50,0.33248866339041677,-0.2733156913781278,accomplishment great
51,0.25977104553139213,-0.3093890886151412,accomplishment important
52,0.5965062637222396,-0.5570559062025705,accomplishment object
53,0.4608235459560024,-0.4167499749277141,accomplishment purpose
54,0.37812356782404577,-0.32018883360129197,accomplishment result
55,0.6507447958812737,-0.7458412860695977,accomplishments past
56,0.6077189226759094,-0.6487820786451411,accordance act
57,0.639097038223746,-0.600259307080167,accordance law
58,0.15796031003355412,-0.15808922769025094,accordance policy
59,0.4560799647809253,-0.4656760916119693,accordance principles
60,0.8217109052543098,-0.8534688185629116,accordance provisions
61,0.37769003388725064,-0.3614782479754124,according existing
62,0.25695438302608636,-0.21459564256021316,according law
63,0.3093361127359908,-0.3824694520341494,according laws
64,0.348379344856532,-0.3094580919342351,according plan
65,0.4550409414372624,-0.36476810738239673,according provisions
66,0.5717417384839127,-0.6329796438347706,according terms
67,0.3740229275284036,-0.3785256506027415,account district
68,0.3289252608152326,-0.3260432231636984,account district columbia
69,0.37497979391086406,-0.33343571279127854,account operations
70,0.3235845656938632,-0.3149351151310062,account principal
71,0.7927561574323561,-0.8025966691042522,account public
72,0.7883880714314112,-0.794754926490926,account public debt
73,0.620692073200201,-0.806969839611684,accredited government
74,0.7298810696837537,-0.823930296989863,accurate information
75,0.39140735479931826,-0.41343541327850303,accurate knowledge
76,0.2895290044529831,-0.2690174586677974,achieve better
77,1.8846346456193415,-0.6176854341195009,achieve goal
78,1.2227279107670241,-1.2311785837925975,achieve goals
79,0.37696682816179844,-0.21184013466657936,achieve greater
80,1.0062292680976825,0.4031794129715519,achieve peace
81,0.4964194333585947,-0.6093847943209008,achieved independence
82,0.19740225277977583,-0.20232974922154126,acquire new
83,0.34450963207497015,-0.3436675690981596,acquisition territory
84,0.5693884869642719,-0.4955173856894799,acres acres
85,1.4368469723436972,-1.3699836715336728,acres land
86,1.0005774904537879,-0.9910888992219571,acres public
